external_gene_name	ensembl_gene_id
GAPDHP70	ENSG00000249489
LINC02146	ENSG00000249490
EGFLAM-AS1	ENSG00000249491
AC114956.2	ENSG00000249492
ANKRD20A18P	ENSG00000249493
AC008629.1	ENSG00000249494
AC117525.1	ENSG00000249495
LINC02075	ENSG00000249497
LINC01179	ENSG00000249500
USP9YP2	ENSG00000249501
AC006160.1	ENSG00000249502
HMGN1P16	ENSG00000249503
PCDHA14	ENSG00000249504
AC108673.1	ENSG00000249505
ZEB2P1	ENSG00000249506
NEUROG2-AS1	ENSG00000249509
AP003478.1	ENSG00000249510
AC110751.1	ENSG00000249513
TMEM251P1	ENSG00000249514
LINC02113	ENSG00000249515
PRELID3BP6	ENSG00000249516
AC011352.2	ENSG00000249518
LINC01438	ENSG00000249519
AC093824.1	ENSG00000249520
LINC02114	ENSG00000249521
AC147876.1	ENSG00000249522
AC034159.1	ENSG00000249525
AC008667.1	ENSG00000249526
AC098799.2	ENSG00000249531
MIR302CHG	ENSG00000249532
LINC01258	ENSG00000249534
MRPS36P2	ENSG00000249539
AC117383.2	ENSG00000249540
AC116359.1	ENSG00000249541
EEF1A1P21	ENSG00000249542
MCTP1-AS1	ENSG00000249545
AC092440.1	ENSG00000249547
LINC01234	ENSG00000249550
LINC02216	ENSG00000249551
PPP2R2B-IT1	ENSG00000249553
TMEM248P1	ENSG00000249555
HSPD1P15	ENSG00000249557
RCC2P4	ENSG00000249558
AC091885.1	ENSG00000249562
AC098976.1	ENSG00000249563
AC097510.1	ENSG00000249564
SERBP1P5	ENSG00000249565
AC104793.1	ENSG00000249568
AC034231.1	ENSG00000249572
AC226118.1	ENSG00000249574
AC010424.1	ENSG00000249577
AC113420.1	ENSG00000249579
MTATP6P22	ENSG00000249580
CLRN2	ENSG00000249581
RPL7L1P4	ENSG00000249582
LINC02225	ENSG00000249584
AC010280.3	ENSG00000249588
AC004832.3	ENSG00000249590
AC139887.2	ENSG00000249592
AC011405.1	ENSG00000249593
BMPR1B-DT	ENSG00000249599
AC106806.2	ENSG00000249600
LINC01187	ENSG00000249601
AL589765.4	ENSG00000249602
AC096564.1	ENSG00000249604
AC008652.1	ENSG00000249605
TRAPPC2P7	ENSG00000249606
AC108103.1	ENSG00000249607
AC080188.1	ENSG00000249609
ZNF474-AS1	ENSG00000249610
LINC02173	ENSG00000249613
LINC02503	ENSG00000249614
CCNB3P1	ENSG00000249616
AC106872.6	ENSG00000249617
LINC02465	ENSG00000249618
HMGN1P13	ENSG00000249619
H3P18	ENSG00000249620
AC113349.1	ENSG00000249621
PALLD-AS1	ENSG00000249623
AP000295.1	ENSG00000249624
AC024560.2	ENSG00000249626
AC017037.1	ENSG00000249627
LINC00942	ENSG00000249628
AC005699.1	ENSG00000249631
OR52V1P	ENSG00000249633
USP9YP5	ENSG00000249634
AC109361.1	ENSG00000249635
AC008438.1	ENSG00000249637
AC027343.1	ENSG00000249638
AC022092.1	ENSG00000249639
HOXC13-AS	ENSG00000249641
AC097521.1	ENSG00000249642
OR7E94P	ENSG00000249646
C5orf66-AS2	ENSG00000249647
MRPS33P2	ENSG00000249649
AC106772.1	ENSG00000249650
VN1R104P	ENSG00000249654
AC008434.1	ENSG00000249655
AC005823.1	ENSG00000249658
TNRC18P1	ENSG00000249661
LINC02218	ENSG00000249662
AC027338.1	ENSG00000249664
LINC01259	ENSG00000249667
KRT18P56	ENSG00000249668
CARMN	ENSG00000249669
NOP14-AS1	ENSG00000249673
AC097487.1	ENSG00000249675
AC097716.1	ENSG00000249678
AC106897.1	ENSG00000249679
TUBA3GP	ENSG00000249680
KRT19P3	ENSG00000249681
AC106795.2	ENSG00000249684
AC079921.2	ENSG00000249685
AC108078.2	ENSG00000249686
AC022447.6	ENSG00000249688
AC138517.1	ENSG00000249689
AC110813.1	ENSG00000249690
AC026117.1	ENSG00000249691
AC009567.2	ENSG00000249692
THEGL	ENSG00000249693
AC026369.1	ENSG00000249695
AC034245.1	ENSG00000249697
MTCO3P9	ENSG00000249698
LINC02261	ENSG00000249699
SRD5A3-AS1	ENSG00000249700
AC105384.1	ENSG00000249706
AC112242.1	ENSG00000249708
ZNF564	ENSG00000249709
AP001961.1	ENSG00000249710
AC026725.1	ENSG00000249713
FER1L5	ENSG00000249715
PARM1-AS1	ENSG00000249717
AC112206.3	ENSG00000249721
AC025752.1	ENSG00000249722
AC079942.1	ENSG00000249725
TUBB1P1	ENSG00000249726
AC097494.1	ENSG00000249727
AC093755.1	ENSG00000249729
OR10J4	ENSG00000249730
AC126768.2	ENSG00000249731
AC021146.5	ENSG00000249735
LINC02242	ENSG00000249736
AC020980.1	ENSG00000249737
AC008691.1	ENSG00000249738
OSMR-AS1	ENSG00000249740
AC093890.1	ENSG00000249741
AC110772.1	ENSG00000249742
AC116345.1	ENSG00000249743
AC010374.2	ENSG00000249744
HMGB1P28	ENSG00000249745
AC099509.1	ENSG00000249746
LINC02374	ENSG00000249747
AC112204.2	ENSG00000249748
ECSCR	ENSG00000249751
AC108156.1	ENSG00000249752
AC084357.2	ENSG00000249753
NDUFB4P9	ENSG00000249754
AC083829.1	ENSG00000249755
AC074133.1	ENSG00000249761
AC114786.1	ENSG00000249763
AC114811.1	ENSG00000249764
AC097535.2	ENSG00000249766
ENPP7P10	ENSG00000249767
HSPE1P10	ENSG00000249768
MTND6P17	ENSG00000249770
AC108210.1	ENSG00000249771
AC026427.1	ENSG00000249772
AC092647.5	ENSG00000249773
AC025458.1	ENSG00000249774
AC124854.1	ENSG00000249776
SAP18P1	ENSG00000249777
TRMT112P2	ENSG00000249778
AC106800.1	ENSG00000249779
AC093809.1	ENSG00000249780
LINC02112	ENSG00000249781
AC091953.1	ENSG00000249782
SCARNA22	ENSG00000249784
LINC02103	ENSG00000249785
EAF1-AS1	ENSG00000249786
AC113385.1	ENSG00000249787
AC092490.1	ENSG00000249790
AC008494.2	ENSG00000249791
AC117522.2	ENSG00000249792
AC097462.2	ENSG00000249795
LINC02147	ENSG00000249797
HSD3BP3	ENSG00000249798
SNRPCP13	ENSG00000249799
AC112178.1	ENSG00000249803
AC139720.1	ENSG00000249806
AC034229.1	ENSG00000249807
LINC01377	ENSG00000249808
USP17L21	ENSG00000249811
AC004704.1	ENSG00000249815
LINC00964	ENSG00000249816
AC097375.2	ENSG00000249818
AC112240.1	ENSG00000249819
AC055753.1	ENSG00000249820
THBS4-AS1	ENSG00000249825
AC118282.3	ENSG00000249828
AC016559.2	ENSG00000249829
LINC02162	ENSG00000249830
AC093725.1	ENSG00000249831
CCDC37-DT	ENSG00000249833
PGBD4P3	ENSG00000249834
VCAN-AS1	ENSG00000249835
AC121154.1	ENSG00000249837
SUMO2P7	ENSG00000249838
AC011330.1	ENSG00000249839
GAPDHP76	ENSG00000249840
AC010486.3	ENSG00000249842
AC112198.3	ENSG00000249843
OR7E43P	ENSG00000249844
LINC02021	ENSG00000249846
AC104619.2	ENSG00000249847
AC112673.1	ENSG00000249848
AC138819.1	ENSG00000249849
KRT18P31	ENSG00000249850
RPS27AP18	ENSG00000249851
AC145676.1	ENSG00000249852
HS3ST5	ENSG00000249853
CDH18-AS1	ENSG00000249854
EEF1A1P19	ENSG00000249855
AC116337.3	ENSG00000249856
AC027338.2	ENSG00000249857
SNX5P1	ENSG00000249858
PVT1	ENSG00000249859
MTRNR2L5	ENSG00000249860
LGALS16	ENSG00000249861
AC021106.1	ENSG00000249863
AC027343.2	ENSG00000249865
OR7E83P	ENSG00000249866
LINC02742	ENSG00000249867
AC136777.1	ENSG00000249868
AC083906.2	ENSG00000249869
AC005920.2	ENSG00000249870
LINC02372	ENSG00000249873
AC116616.1	ENSG00000249875
AC010285.2	ENSG00000249876
AC105924.1	ENSG00000249877
AC026434.1	ENSG00000249878
AC008696.2	ENSG00000249881
LINC02501	ENSG00000249882
AC104803.1	ENSG00000249883
RNF103-CHMP3	ENSG00000249884
ARHGEF38-IT1	ENSG00000249885
AC108210.2	ENSG00000249887
AC106800.2	ENSG00000249888
ALG1L11P	ENSG00000249889
AC107401.1	ENSG00000249890
KRT19P6	ENSG00000249891
AC093857.1	ENSG00000249892
MTND6P16	ENSG00000249893
AC024581.1	ENSG00000249894
LINC02495	ENSG00000249896
MCPH1-AS1	ENSG00000249898
AC025180.1	ENSG00000249899
AC121161.2	ENSG00000249901
AC010587.1	ENSG00000249904
AC006487.1	ENSG00000249906
BRD9P2	ENSG00000249908
CYCTP	ENSG00000249909
TRIM51CP	ENSG00000249910
TRBV26	ENSG00000249912
PDCD6	ENSG00000249915
AC119150.1	ENSG00000249916
LINC00536	ENSG00000249917
FABP5P6	ENSG00000249919
HNRNPA1P55	ENSG00000249920
AC034207.1	ENSG00000249921
AC007663.2	ENSG00000249923
AC097467.1	ENSG00000249924
AC117500.1	ENSG00000249926
AC025768.1	ENSG00000249927
UQCRBP3	ENSG00000249928
AC007016.1	ENSG00000249930
GOLGA8K	ENSG00000249931
NCOA4P2	ENSG00000249934
RAC1P2	ENSG00000249936
LINC02223	ENSG00000249937
AC026415.1	ENSG00000249941
AC239584.1	ENSG00000249942
AC097486.1	ENSG00000249943
AC008628.2	ENSG00000249944
AC131094.1	ENSG00000249945
XBP1P1	ENSG00000249947
GBA3	ENSG00000249948
AC010587.2	ENSG00000249950
AC108067.1	ENSG00000249951
AC084866.1	ENSG00000249955
UGT2B24P	ENSG00000249956
CCT7P2	ENSG00000249958
AC024587.2	ENSG00000249959
AC067942.3	ENSG00000249960
TERB1	ENSG00000249961
AL157400.5	ENSG00000249962
EEF1A1P20	ENSG00000249963
CDC42P4	ENSG00000249965
AC025183.1	ENSG00000249966
AL355315.1	ENSG00000249967
AC074250.1	ENSG00000249970
AC104116.1	ENSG00000249971
CHCHD2P7	ENSG00000249973
OR5H3P	ENSG00000249975
AC108157.1	ENSG00000249976
AC106748.1	ENSG00000249977
TRGV7	ENSG00000249978
AC145141.1	ENSG00000249981
AC005823.2	ENSG00000249982
AC026780.2	ENSG00000249984
AC021146.6	ENSG00000249985
YWHAQP6	ENSG00000249986
RPS4XP20	ENSG00000249987
AC092546.1	ENSG00000249988
MTCO2P24	ENSG00000249990
TMEM158	ENSG00000249992
BFSP2-AS1	ENSG00000249993
AC025187.1	ENSG00000249994
ECM1P2	ENSG00000249995
PPIC-AS1	ENSG00000249996
MTCO3P7	ENSG00000249997
AC106894.1	ENSG00000249998
AC027335.1	ENSG00000250001
AC008638.2	ENSG00000250006
AC087457.1	ENSG00000250007
HMGB1P3	ENSG00000250011
AC079848.1	ENSG00000250012
ZP3P1	ENSG00000250013
AC018752.1	ENSG00000250015
SNX18P23	ENSG00000250016
AC117529.1	ENSG00000250017
AC113430.1	ENSG00000250020
ARPIN-AP3S2	ENSG00000250021
AC122138.1	ENSG00000250024
AC011396.2	ENSG00000250025
TMPRSS11BNL	ENSG00000250026
AC022272.1	ENSG00000250027
AC104806.1	ENSG00000250030
AC009927.1	ENSG00000250031
AC008869.1	ENSG00000250032
SLC7A11-AS1	ENSG00000250033
AC131956.1	ENSG00000250034
IGKV1D-37	ENSG00000250036
AC091965.2	ENSG00000250037
AC093791.1	ENSG00000250038
AC096719.1	ENSG00000250039
RAF1P1	ENSG00000250040
AC069360.1	ENSG00000250041
LINC02514	ENSG00000250042
AC106895.1	ENSG00000250043
CBX3P3	ENSG00000250045
AC106864.1	ENSG00000250046
LINC00603	ENSG00000250048
AC114316.1	ENSG00000250049
MTND4P9	ENSG00000250050
RARRES2P4	ENSG00000250053
LINC01018	ENSG00000250056
AC114781.2	ENSG00000250057
AC122710.1	ENSG00000250060
MAPK10-AS1	ENSG00000250062
AC097480.1	ENSG00000250064
AC093248.1	ENSG00000250066
YJEFN3	ENSG00000250067
AL445187.1	ENSG00000250068
AC011379.1	ENSG00000250069
AC093214.1	ENSG00000250071
SH3TC2-DT	ENSG00000250072
AP000866.2	ENSG00000250073
AC006499.2	ENSG00000250074
AC104806.2	ENSG00000250075
MAPRE1P2	ENSG00000250076
AC019133.1	ENSG00000250078
AC093300.1	ENSG00000250079
AC011416.1	ENSG00000250080
AC025176.1	ENSG00000250081
AC074255.1	ENSG00000250082
BX510359.5	ENSG00000250084
AC233724.7	ENSG00000250088
AL390198.2	ENSG00000250090
DNAH10OS	ENSG00000250091
AC096576.3	ENSG00000250092
NREP-AS1	ENSG00000250095
AC007370.1	ENSG00000250098
AC091893.1	ENSG00000250099
AC111000.3	ENSG00000250100
AC106795.3	ENSG00000250101
LINC02377	ENSG00000250102
PANCR	ENSG00000250103
AP002748.2	ENSG00000250105
ANKRD33B-AS1	ENSG00000250106
CACNA1G-AS1	ENSG00000250107
AC107982.1	ENSG00000250111
AC008723.1	ENSG00000250114
AK3P2	ENSG00000250115
RHOQ-AS1	ENSG00000250116
AC114300.1	ENSG00000250118
PCDHA10	ENSG00000250120
AC122694.1	ENSG00000250122
AC016550.3	ENSG00000250124
LINC02232	ENSG00000250125
AC116563.1	ENSG00000250126
LINC02108	ENSG00000250127
AC116424.1	ENSG00000250129
GAPDHP43	ENSG00000250130
AC078881.1	ENSG00000250131
AC004803.1	ENSG00000250132
HOXC-AS2	ENSG00000250133
AL049795.2	ENSG00000250135
AC093607.1	ENSG00000250137
AC139495.2	ENSG00000250138
AC026801.1	ENSG00000250140
LINC02276	ENSG00000250141
AC104619.3	ENSG00000250144
AC114940.1	ENSG00000250145
MORF4L2P1	ENSG00000250147
KRT8P31	ENSG00000250148
AC104664.1	ENSG00000250149
AC079349.1	ENSG00000250150
ARPC4-TTLL3	ENSG00000250151
AC008957.1	ENSG00000250155
LINC02060	ENSG00000250156
AC099509.2	ENSG00000250158
AC106791.1	ENSG00000250159
TRMT112P5	ENSG00000250161
CSNK1A1P3	ENSG00000250162
AC022447.7	ENSG00000250164
AC053513.1	ENSG00000250166
AC034206.1	ENSG00000250167
MTND5P13	ENSG00000250169
RASA2-IT1	ENSG00000250170
AC122719.2	ENSG00000250173
MYLK-AS2	ENSG00000250174
AC074344.2	ENSG00000250180
EEF1A1P13	ENSG00000250182
AC097173.1	ENSG00000250183
RCC2P8	ENSG00000250185
AC091180.3	ENSG00000250186
AC097504.1	ENSG00000250189
LINC02364	ENSG00000250190
AC105252.1	ENSG00000250191
AC105390.1	ENSG00000250192
AC082650.1	ENSG00000250193
AC109458.1	ENSG00000250194
AC109927.1	ENSG00000250195
HMGN1P15	ENSG00000250197
LINC02199	ENSG00000250198
AC105914.1	ENSG00000250200
AC093827.2	ENSG00000250202
TTTY23B	ENSG00000250204
YWHAEP4	ENSG00000250205
AC079776.2	ENSG00000250207
FZD10-AS1	ENSG00000250208
FO082796.1	ENSG00000250210
AC025554.1	ENSG00000250213
AC112225.1	ENSG00000250214
CIR1P2	ENSG00000250215
ALDH1L1-AS1	ENSG00000250218
LTV1P1	ENSG00000250219
AC053527.2	ENSG00000250220
KRT8P32	ENSG00000250221
AC008443.4	ENSG00000250222
LINC01216	ENSG00000250223
TRIM60P14	ENSG00000250227
AC111193.1	ENSG00000250229
AP002754.1	ENSG00000250230
USP17L16P	ENSG00000250231
AC025754.1	ENSG00000250234
AC010273.3	ENSG00000250237
AC253576.1	ENSG00000250238
AC008840.1	ENSG00000250240
AC105383.1	ENSG00000250241
AC094104.1	ENSG00000250242
AC110296.1	ENSG00000250243
AC010307.4	ENSG00000250244
SEPHS2P1	ENSG00000250247
AC105313.1	ENSG00000250249
CTD-2350J17.1	ENSG00000250250
PKD1P6	ENSG00000250251
LINC02430	ENSG00000250252
AC117522.3	ENSG00000250253
PTTG2	ENSG00000250254
AC108112.1	ENSG00000250256
LDHAL6DP	ENSG00000250257
AC008496.2	ENSG00000250258
AC019103.1	ENSG00000250259
AC113382.2	ENSG00000250260
CCDC74BP1	ENSG00000250261
LINC02509	ENSG00000250263
AL669918.1	ENSG00000250264
LINC01612	ENSG00000250266
AC021237.1	ENSG00000250267
ALG1L14P	ENSG00000250268
AC068647.2	ENSG00000250271
TRMT112P1	ENSG00000250272
PSMC1P5	ENSG00000250273
AC034199.1	ENSG00000250274
AC021146.7	ENSG00000250277
AC026124.1	ENSG00000250280
AC002401.2	ENSG00000250282
AC109439.1	ENSG00000250284
AC021491.2	ENSG00000250286
VWA8P1	ENSG00000250289
NCAPGP1	ENSG00000250290
AC093844.1	ENSG00000250292
CRYZP2	ENSG00000250293
RDH10-AS1	ENSG00000250295
GIMD1	ENSG00000250298
MRPS31P4	ENSG00000250299
AP001960.1	ENSG00000250300
LINC01618	ENSG00000250302
LINC02762	ENSG00000250303
ZBED1P1	ENSG00000250304
TRMT9B	ENSG00000250305
AC091826.1	ENSG00000250306
TUBB8P3	ENSG00000250307
SALL4P1	ENSG00000250308
AC008453.1	ENSG00000250309
AC006487.2	ENSG00000250310
ZNF718	ENSG00000250312
LINC02229	ENSG00000250313
AC110760.2	ENSG00000250315
AC068880.1	ENSG00000250316
SMIM20	ENSG00000250317
AC003072.1	ENSG00000250318
AC010460.2	ENSG00000250319
EDIL3-DT	ENSG00000250320
AC079140.2	ENSG00000250321
AC026402.1	ENSG00000250322
MRPL22P1	ENSG00000250324
IGBP1P4	ENSG00000250325
AC104596.1	ENSG00000250326
RPSAP70	ENSG00000250327
MGC32805	ENSG00000250328
KDELC1P1	ENSG00000250329
AC016559.3	ENSG00000250330
LINC01340	ENSG00000250331
AC010460.3	ENSG00000250332
AC093725.2	ENSG00000250333
LINC00989	ENSG00000250334
PURPL	ENSG00000250337
AC095057.2	ENSG00000250338
CXCL1P1	ENSG00000250339
LINC02494	ENSG00000250340
LINC02510	ENSG00000250341
SNRPCP16	ENSG00000250342
STK32A-AS1	ENSG00000250343
AC105254.1	ENSG00000250344
AC104090.1	ENSG00000250345
EEF1GP2	ENSG00000250346
AC005740.2	ENSG00000250347
AC113404.1	ENSG00000250348
AF241726.1	ENSG00000250349
AC104819.2	ENSG00000250350
H3P20	ENSG00000250351
AC069272.1	ENSG00000250354
HSPE1P23	ENSG00000250356
AC108935.1	ENSG00000250357
LINC02200	ENSG00000250358
PTP4A1P4	ENSG00000250359
AC008808.2	ENSG00000250360
GYPB	ENSG00000250361
AC008592.1	ENSG00000250362
KRT18P21	ENSG00000250363
AL139353.2	ENSG00000250365
TUNAR	ENSG00000250366
AC007370.2	ENSG00000250371
MARK2P4	ENSG00000250372
TRIM75P	ENSG00000250374
AC097501.1	ENSG00000250375
AC093720.1	ENSG00000250376
AC008525.1	ENSG00000250377
AC114296.1	ENSG00000250378
AC020659.2	ENSG00000250379
UNC93B4	ENSG00000250381
AC008871.1	ENSG00000250383
UBE2CP3	ENSG00000250384
AC106772.2	ENSG00000250385
H3P21	ENSG00000250386
LINC02197	ENSG00000250387
MTND6P2	ENSG00000250389
AP001790.1	ENSG00000250390
CRLF3P2	ENSG00000250391
LINC02502	ENSG00000250392
AC093664.1	ENSG00000250393
AP006623.1	ENSG00000250397
AC097467.2	ENSG00000250398
AC109471.1	ENSG00000250402
AC097460.1	ENSG00000250403
AC113367.3	ENSG00000250405
AC109811.1	ENSG00000250406
AC008728.1	ENSG00000250407
AC010608.1	ENSG00000250409
AC112722.1	ENSG00000250410
KLHL2P1	ENSG00000250412
SLC2A9-AS1	ENSG00000250413
AC022113.1	ENSG00000250415
SEC63P2	ENSG00000250416
LINC02116	ENSG00000250417
AC093292.1	ENSG00000250418
AACSP1	ENSG00000250420
AC106798.1	ENSG00000250421
AC117529.2	ENSG00000250422
KIAA1210	ENSG00000250423
AC004691.2	ENSG00000250424
OR7E35P	ENSG00000250425
FTLP10	ENSG00000250426
LINC02148	ENSG00000250427
MRS2P1	ENSG00000250428
AC106872.7	ENSG00000250430
AC105914.2	ENSG00000250431
FAM242C	ENSG00000250432
CLSTN2-AS1	ENSG00000250433
LINC02499	ENSG00000250436
LINC02161	ENSG00000250437
AC025465.3	ENSG00000250438
AC109481.1	ENSG00000250441
EIF3KP3	ENSG00000250442
CCT5P1	ENSG00000250444
LINC01332	ENSG00000250446
LINC02105	ENSG00000250447
AC092335.1	ENSG00000250448
HOXC-AS1	ENSG00000250451
AC008825.1	ENSG00000250453
AC117532.1	ENSG00000250455
LINC02260	ENSG00000250456
AC093767.1	ENSG00000250458
AC122718.1	ENSG00000250461
LRRC37BP1	ENSG00000250462
LRRC34P2	ENSG00000250464
PHOX2B-AS1	ENSG00000250467
AC253536.5	ENSG00000250470
GMPSP1	ENSG00000250471
TRIM36-IT1	ENSG00000250472
DUTP7	ENSG00000250473
WBP1LP2	ENSG00000250474
AC017037.2	ENSG00000250475
ENPP7P9	ENSG00000250476
CHCHD10	ENSG00000250479
AC034244.2	ENSG00000250480
AC010451.1	ENSG00000250481
DUX4L51	ENSG00000250482
PPM1AP1	ENSG00000250483
PPIAP76	ENSG00000250484
EXOC7P1	ENSG00000250485
FAM218A	ENSG00000250486
LINC02233	ENSG00000250488
LINC02145	ENSG00000250490
INTS6P1	ENSG00000250492
AP004147.1	ENSG00000250493
AC009646.1	ENSG00000250494
ABT1P1	ENSG00000250496
AC007126.1	ENSG00000250497
AC017007.3	ENSG00000250500
AC093766.1	ENSG00000250501
AC093831.1	ENSG00000250503
KRT18P51	ENSG00000250504
AC006499.3	ENSG00000250505
CDK3	ENSG00000250506
AC245884.6	ENSG00000250507
LINC02701	ENSG00000250508
AC034213.1	ENSG00000250509
GPR162	ENSG00000250510
AC098798.1	ENSG00000250511
LINC02125	ENSG00000250514
AC116353.4	ENSG00000250515
AC021678.1	ENSG00000250516
LDHAL6CP	ENSG00000250517
AP002784.1	ENSG00000250519
AC004066.1	ENSG00000250522
AC093909.3	ENSG00000250523
AC106821.1	ENSG00000250524
CCT6P2	ENSG00000250526
LINC02121	ENSG00000250529
AC021180.1	ENSG00000250532
STK19B	ENSG00000250535
ABHD17AP3	ENSG00000250536
AC104407.1	ENSG00000250538
KRT8P33	ENSG00000250539
AC104685.1	ENSG00000250540
AC092436.2	ENSG00000250541
AC110716.1	ENSG00000250543
LINC02059	ENSG00000250544
AC079160.1	ENSG00000250546
AC079238.1	ENSG00000250547
LINC01303	ENSG00000250548
PPBPP1	ENSG00000250550
MIR583HG	ENSG00000250551
AC008525.2	ENSG00000250555
CCDC34P1	ENSG00000250556
AC093870.1	ENSG00000250560
OR7E59P	ENSG00000250561
RPL38P4	ENSG00000250562
KNOP1P5	ENSG00000250563
AC109454.3	ENSG00000250564
ATP6V1E2	ENSG00000250565
UGT2B29P	ENSG00000250566
AC010406.1	ENSG00000250567
AC098591.3	ENSG00000250568
NTAN1P2	ENSG00000250569
GLI4	ENSG00000250571
AC108516.1	ENSG00000250572
AC006499.4	ENSG00000250573
AC112173.1	ENSG00000250574
AL732372.3	ENSG00000250575
AC012629.1	ENSG00000250576
AC109927.2	ENSG00000250577
CTD-2297D10.2	ENSG00000250579
SNRPCP8	ENSG00000250580
SMAD1-AS2	ENSG00000250582
AC034232.1	ENSG00000250583
LINC01511	ENSG00000250584
LINC00604	ENSG00000250585
HPRT1P2	ENSG00000250587
LINC02492	ENSG00000250590
PRSS3P1	ENSG00000250591
AC055733.2	ENSG00000250592
RNF14P2	ENSG00000250594
AC096751.1	ENSG00000250596
AC093689.1	ENSG00000250597
ROPN1L-AS1	ENSG00000250600
AC093535.1	ENSG00000250602
AC068658.1	ENSG00000250603
AC098679.1	ENSG00000250604
AC010210.1	ENSG00000250608
AC110753.1	ENSG00000250609
AC098862.1	ENSG00000250611
AC114786.2	ENSG00000250612
AC110768.2	ENSG00000250613
AC005522.1	ENSG00000250614
AC008581.1	ENSG00000250615
AC012645.1	ENSG00000250616
AC023141.11	ENSG00000250618
AC021088.1	ENSG00000250619
LINC02515	ENSG00000250620
AC093325.1	ENSG00000250622
AL136360.2	ENSG00000250623
MTCYBP43	ENSG00000250624
AL031073.1	ENSG00000250625
AC093909.4	ENSG00000250626
TTC39CP1	ENSG00000250627
AC091435.2	ENSG00000250629
MTCO1P35	ENSG00000250630
LINC02171	ENSG00000250632
LINC01182	ENSG00000250634
CXXC5-AS1	ENSG00000250635
AC019193.1	ENSG00000250636
AC134698.1	ENSG00000250637
OR7E41P	ENSG00000250640
LY6G6F-LY6G6D	ENSG00000250641
AC098799.3	ENSG00000250642
AC083906.3	ENSG00000250643
AC068580.4	ENSG00000250644
AC010442.2	ENSG00000250645
AC111194.2	ENSG00000250646
AC093534.1	ENSG00000250650
PABPC1P7	ENSG00000250651
AC023794.3	ENSG00000250654
AC096661.1	ENSG00000250655
ST3GAL1P1	ENSG00000250656
AC097451.1	ENSG00000250657
AC097652.1	ENSG00000250658
AP001363.1	ENSG00000250659
HNRNPKP5	ENSG00000250662
AC073429.1	ENSG00000250665
LINC01596	ENSG00000250666
AC106774.1	ENSG00000250667
LINC02123	ENSG00000250668
AC112206.4	ENSG00000250669
AC004063.1	ENSG00000250670
AC010343.2	ENSG00000250672
REELD1	ENSG00000250673
AC136628.1	ENSG00000250674
AC114781.3	ENSG00000250677
AC008629.2	ENSG00000250678
AL121796.1	ENSG00000250681
LINC00491	ENSG00000250682
ADI1P2	ENSG00000250684
AC009123.1	ENSG00000250685
KHDRBS2-OT1	ENSG00000250686
NAIPP1	ENSG00000250687
TRAJ55	ENSG00000250688
AC008667.2	ENSG00000250692
RPF2P2	ENSG00000250693
AC010387.1	ENSG00000250694
AC111000.4	ENSG00000250696
AC010343.3	ENSG00000250697
AC131182.1	ENSG00000250698
AP000892.1	ENSG00000250699
AC113347.3	ENSG00000250703
AC105343.1	ENSG00000250704
H3P23	ENSG00000250705
AC079340.1	ENSG00000250706
LINC02269	ENSG00000250708
CCDC169-SOHLH2	ENSG00000250709
OR7E99P	ENSG00000250710
PRELID3BP7	ENSG00000250711
AC106872.8	ENSG00000250712
AC100861.2	ENSG00000250714
H3P22	ENSG00000250715
LINC01017	ENSG00000250716
P3R3URF	ENSG00000250719
HMGB1P22	ENSG00000250721
SELENOP	ENSG00000250722
AC016687.2	ENSG00000250723
AC080079.1	ENSG00000250725
AC107222.1	ENSG00000250726
AC100871.1	ENSG00000250727
AC010468.2	ENSG00000250728
HMGB3P3	ENSG00000250730
TPM3P6	ENSG00000250731
RPEP1	ENSG00000250732
C8orf17	ENSG00000250733
AL391335.1	ENSG00000250734
AC096759.2	ENSG00000250735
LINC01262	ENSG00000250739
AC109361.2	ENSG00000250740
NT5C1B-RDH14	ENSG00000250741
LINC02381	ENSG00000250742
USP17L20	ENSG00000250745
AC105250.1	ENSG00000250746
AC116345.2	ENSG00000250747
AC025419.1	ENSG00000250748
AC122714.1	ENSG00000250749
OR5BM1P	ENSG00000250750
AC015795.1	ENSG00000250751
RPL23AP96	ENSG00000250752
AC119751.4	ENSG00000250753
LINC02436	ENSG00000250754
AC018645.1	ENSG00000250756
AC093305.1	ENSG00000250761
Z99943.2	ENSG00000250762
AC025178.1	ENSG00000250764
SEPTIN14P5	ENSG00000250765
AC139783.1	ENSG00000250767
DPP3P1	ENSG00000250768
AC119751.5	ENSG00000250769
AC005865.1	ENSG00000250770
AC106865.1	ENSG00000250771
LINC01365	ENSG00000250772
AC093730.1	ENSG00000250775
AC131956.2	ENSG00000250777
AC004980.4	ENSG00000250778
AC024022.1	ENSG00000250781
TAF11L14	ENSG00000250782
SNHG18	ENSG00000250786
HMGN1P17	ENSG00000250787
TUBB8P4	ENSG00000250788
AC127070.2	ENSG00000250790
AC106892.1	ENSG00000250791
ALG1L12P	ENSG00000250794
AC112484.2	ENSG00000250796
PRODH2	ENSG00000250799
THOC3-AS1	ENSG00000250801
ZBED3-AS1	ENSG00000250802
AC010255.2	ENSG00000250803
OR7E111FP	ENSG00000250804
AC027315.1	ENSG00000250806
MTCO2P30	ENSG00000250808
AC021220.1	ENSG00000250812
SERF1AP1	ENSG00000250813
LINC02221	ENSG00000250814
AC105384.2	ENSG00000250815
DCAF13P2	ENSG00000250816
