external_gene_name	width
SBF2-AS1	53044
AC090510.1	4085
AC116535.1	13635
AC010230.1	179414
AC113382.1	4493
AC010198.1	25666
PRR7-AS1	9197
EXTL3-AS1	5267
AL049543.1	4370
LINC02458	298886
LACTB2-AS1	54703
PPM1K-DT	46480
AC040168.1	98108
ZNF84-DT	6834
DIAPH1-AS1	6953
LINC00968	63578
AL049840.2	1654
AC138904.1	7180
AF131216.1	9571
FZD4-DT	45341
LINC02481	3072
AC079089.1	20861
AC096746.1	89765
LINC02288	28440
UBE2D3-AS1	16021
AC093162.1	1489
AC100861.1	6456
AC139795.1	53151
CACNA1C-AS1	15200
PICART1	5391
LINC00535	487132
RASSF8-AS1	20437
H2AJ	3620
MGC16275	3363
PLA2G4E-AS1	26332
RGMB-AS1	3852
COL25A1-DT	13101
AC044802.1	2989
AP000977.1	5683
AC106038.1	10158
RIC3-DT	9737
AL157938.3	4296
STARD4-AS1	227501
GPR176-DT	4839
LINC02466	47311
DNM1P35	10954
AP000487.1	26243
LINC00920	3612
UBAP1L	22428
Z84485.1	50508
SOCS2-AS1	29306
AC005920.1	9725
AC099508.1	2112
AC008443.1	6040
PGAM5	11916
BAALC-AS1	141783
SNHG10	2576
MIR210HG	2798
AC009126.1	121782
AC138781.1	2558
AC025263.1	24936
AC090204.1	48678
AP000873.1	9304
CSTF3-DT	29942
LINC01252	42340
AC104078.1	30105
AC011346.1	115477
LINC01498	58456
AC009060.1	17109
UBL7-AS1	20038
ZBED5-AS1	48544
AL359220.1	24655
AC010255.1	26095
ZCCHC3	3354
LY6E-DT	36700
AC010547.1	3664
AC092343.1	23743
AC090061.1	13385
AC008897.2	16760
TMED2-DT	9225
PLUT	97923
DNAJC3-DT	28193
AC099487.1	563
AP000802.1	4182
CARS1-AS1	12252
GPRC5D-AS1	56920
MIR4458HG	36188
OIP5-AS1	25748
SDCBPP2	1701
CKMT2-AS1	97477
SPTY2D1OS	21475
TWF2	10547
CPEB2-DT	92085
MARS2	3019
MTND4P12	1377
LRP4-AS1	27985
AC139795.2	8502
FABP6-AS1	9083
STX18-AS1	168808
AC091057.2	8776
AC120114.1	2098
USP51	4587
TUBAP14	1362
AC068446.2	27009
PCED1B-AS1	10559
SNCA-AS1	5571
AC008966.1	5285
NR2F2-AS1	217322
AL136537.1	51191
TMEM161B-AS1	167791
AC006064.2	6118
AP001922.1	10193
SPCS2P3	656
AC021086.1	85509
AC024896.1	7997
HMGN1P12	195
AL139807.1	85648
AC022364.1	27441
SEC24B-AS1	86343
AL160313.1	21185
LINC00926	7405
FOXD1-AS1	628
NRAV	5613
AC005329.1	4298
FAM13A-AS1	20315
ARHGAP42-AS1	3794
AC034238.2	3052
UBA6-AS1	379673
AC079061.1	3970
DPH6-DT	312807
NNT-AS1	31637
BCKDHA	27195
INSL3	5063
AC087257.1	5724
AC002116.1	5598
AC008443.2	2278
TARS2P1	2041
AC008885.1	301
AC116353.3	712
LINC02039	14274
MARCOL	21931
AC108174.1	1744
AC067942.2	1268
AC114812.3	3006
AC023154.1	12439
MICOS10P4	318
LINC01019	118943
AC114967.1	259
SMURF2P1	15185
APOOP4	597
RRN3P1	24305
AC008700.1	21232
AC091849.1	121
AC026774.1	2241
AC114801.1	297
LINC01194	229507
LINC02101	14260
MTND4LP22	276
AC079395.1	262
MTND6P8	522
AC094105.1	4119
AC097515.1	111758
CUL4AP1	4910
LINC02383	35017
ADH1C	16250
AC016553.1	3727
AC114954.1	63449
LINC02150	66721
ANK2-AS1	92373
CR545473.1	277
BTG4P1	183
HSPA8P11	3616
AC233724.1	233
AC098487.1	31409
CHORDC1P3	1397
AC110760.1	40948
TRIM39-RPP21	17948
AC117522.1	394
AC009720.1	19956
LINC02268	125739
AC109349.1	84463
GAPDHP60	995
LINC02283	23063
AC025445.1	534
AC078850.1	2560
AC005798.1	387
PES1P1	1736
ATG10-AS1	648
AC016550.1	785
AC092658.1	891
LINC00290	95061
AC008877.1	8021
AC093770.1	875
LINC02234	41276
AC011362.1	7472
H3P17	321
AC074194.1	1073
WDR45P1	1082
AC097462.1	324
LINC02355	123829
TRPC7-AS1	8112
CICP16	2813
LINC02505	145364
KCTD9P5	1170
STX18-IT1	5580
SLIT3-AS1	24772
AC026785.2	990
LINC02513	18846
SLIT2-IT1	2668
AC106872.4	523
KRT8P4	2451
AC091839.1	269
AC037459.1	12811
AC008837.1	412
AC105420.1	582
LINC02438	284660
AC114956.1	10037
AC004053.1	312920
LINC02014	4872
AC010307.2	63976
AC110794.1	425
AC107398.2	3529
OCIAD1-AS1	8196
PSG10P	16351
MTND4LP31	294
AC008948.1	2496
AC108037.1	5022
FLJ12825	63982
AC108142.1	45531
AC010275.1	25051
PGAM1P1	556
TRIM52-AS1	11096
SUMO2P17	34124
LINC02120	15025
AC106868.1	1366
MTCYBP44	823
CCNL2P1	969
AC122707.1	23151
AC140172.1	141
SCGB1D5P	247
AC008868.1	1028
TNXA	3859
AC008413.1	177
DDX43P1	1763
AC025465.1	43574
LINC02360	28521
BNIP3P41	1029
AC105416.1	842
LINC00616	103288
AC138938.1	782
MEF2C-AS1	583071
AC026719.1	30294
CYP4F27P	1015
MTND4LP2	285
AC111194.1	13189
AC104958.1	15580
LINC02275	58142
THAP12P9	2776
AL117348.1	1147
LUCAT1	259714
NOL8P1	3529
MTCO3P28	515
APELA	21788
LINC00613	46698
TUB-AS1	9336
CDK11B	23786
WHAMMP2	21622
AC096733.1	3914
HMGN1P11	303
AC233724.2	271
LINC02472	6765
LINC02504	8793
PIMREGP4	789
AC096576.2	21577
AC092435.1	18020
AC120036.1	109290
AC112204.1	103
AC010265.1	211
HSPD1P18	244
ARL2BPP6	522
AC093864.1	8289
AC243972.1	1468
AC010280.1	1841
LINC00504	417705
AC011352.1	793
AC016550.2	15052
OR7E86P	990
POU5F1P7	541
TRAJ51	63
AC008610.1	2009
AC114741.1	11434
LINC02434	1075
LINC02056	86550
AC096577.1	212644
AC073358.1	7163
AC104066.2	751
AC112698.1	916
HMGN1P9	298
AC022447.1	464
PCDHAC1	85976
TARM1	11471
AC121161.1	1117
AC093801.1	36525
LINC02064	15686
AC026782.1	449
FOSL1P1	816
TOMM22P4	360
LINC00498	13803
AL645924.1	328
ST13P12	8266
AC114781.1	1028
NACAP6	622
PRR5-ARHGAP8	160474
AC008758.3	3942
LINC02469	33077
AP000344.2	2240
GAPDHP61	1005
AC107464.1	1760
AC097535.1	4368
UBL5P1	193
AC110768.1	400
MTATP6P9	680
AC233724.3	128
AC100850.1	649
OR51K1P	950
AC006296.1	3554
AC113347.2	279
AC010395.1	37949
FAM198B-AS1	32126
HMGB3P16	287
AC021134.1	1381
AC107463.1	30426
RPL23AP94	302
AC091917.1	1232
LINC01197	118031
OR10J7P	934
AC109464.1	819
HNRNPA1P65	954
SEMA6A-AS1	60730
AC107058.1	1384
COX5BP1	393
PCDHGB8P	2873
AC097714.1	1975
LINC02217	37676
LINC02485	10875
LINC02220	118819
AL139147.1	11164
AC083906.1	406
LINC02119	158316
NENFP3	313
FGF10-AS1	25258
AC098827.1	667
AC107027.1	3050
AC139491.1	12344
AC233724.4	267
DDX11L9	2536
LINC01962	807
LINC02122	19149
AC016642.1	75519
BACH1-IT1	10261
NAIPP3	16951
AC104137.1	3352
AC093801.2	1840
AC008406.1	6870
POU5F2	8418
AC113391.1	18888
PCP4L1	26706
ABHD14A	9774
PGAM4P2	721
LINC02062	65843
AC113355.1	23799
AC093772.1	373679
ZFAT-AS1	2619
AC005351.1	786
LNX1-AS2	11092
ASNSP1	59674
AL356235.1	54150
LINC02380	40115
TUBAP10	1371
OR5H4P	923
SRP14-AS1	28049
LINC02267	508164
AC112695.1	6928
AC008443.3	760
AC024230.1	454257
AC105415.1	12221
LINC02437	16190
AC098587.1	751
AC092612.1	998
SBF1P1	5631
AC026787.1	37082
MTATP6P1	681
LINC02058	32412
AC026746.1	39959
BCL2L12P1	733
NDUFA5P12	655
AC119751.2	210
AC034226.1	13563
AC091906.1	59207
AC022784.1	273830
LINC02117	21507
AC010931.1	3364
AC233724.5	598
NPM1P41	2431
AC008676.1	9210
AC105290.1	10758
ANP32C	705
AC021146.2	556
MTND4P8	1362
OTX2-AS1	338995
AC095050.1	56753
AC074344.1	224
OR52H2P	902
C5orf34-AS1	10754
LINC01339	131733
AC024558.1	1270
AC109454.2	2427
AC008620.2	1569
AC079140.1	487
TECRP2	928
AC068721.1	2676
KRT8P48	1220
AC026410.3	936
AC106882.1	3740
EGFLAM-AS2	3600
PRYP6	343
ADAM20P2	1273
AC023794.1	5457
AC091435.1	1132
NPM1P21	1069
AC119751.3	2629
AC084024.2	2540
AC025470.1	2032
GDNF-AS1	142239
AC008517.1	21058
GLDCP1	2678
AC109445.1	383
STIMATE-MUSTN1	64442
DSTNP2	1105
AC139491.2	42071
AC126768.1	3546
FLJ42969	24198
AC025465.2	4726
AC116634.1	166658
AC022140.1	41193
AC117422.1	1306
AC133963.1	1679
HSPA8P4	1920
AC107385.1	778
AC021146.3	260
ANKRD49P3	715
ENPP7P3	241
AC108019.1	175
AC022447.2	7850
AC079768.1	711
GAPDHP40	1006
AC095059.1	5158
AC092608.1	878
WRBP1	334
AC008588.1	78852
AC147055.1	7899
AC002070.1	280093
AC108064.1	460
AC098799.1	1238
HNRNPA1P56	954
HMGA1P2	324
OR10J2P	961
RBM14-RBM4	29844
AC106872.5	1669
AC096759.1	73243
AC012613.1	112822
AC113410.1	247
GCSHP1	484
AC034244.1	207
MTCO3P44	541
AC083795.2	8314
AC023162.1	474
SRIP1	288
LINC00992	130790
AC010273.2	23283
AC010486.1	424
OXCT1-AS1	2212
AC116562.1	360
ALG1L9P	23876
LY75-CD302	132860
LINC01331	167601
RBBP4P6	202
AC083902.1	31115
LINC02102	21387
ARHGAP22-IT1	1065
BIN2P2	1303
LINC02484	148854
AC024589.1	559
HAS2-AS1	354584
ADGRL3-AS1	93803
LINC02100	41741
AC079226.1	1367
AC011406.1	370
TOX4P1	1862
LINC01085	28085
AC114964.1	1111
AC008539.1	2596
AC005921.1	286
LINC02415	1863
MTND4P2	1203
AC114812.4	3040
LINC02144	20135
AC008549.1	17550
AC079594.1	222376
THUMPD3P1	2539
CCDC153	7132
C4orf54	18120
AC091180.2	8834
AC105424.1	209
AC093815.1	288
LINC02222	1781
AC021127.1	6890
RFPL4AP5	829
AK3P4	583
NPHP3-AS1	152474
AC097488.1	756
LINC01948	24152
MTCO1P30	580
EGFLAM-AS4	8723
AC008852.1	16530
AC008906.1	1223
R3HDM2P1	1960
AC094105.2	46133
AC037441.1	10051
AC069306.1	1241
LINC02428	197500
AC108467.1	42113
NMNAT1P4	840
ACTN3	16940
AC107220.1	38051
MTND5P9	1755
AC104063.1	8797
AC020699.1	445
AC004997.1	14245
AC116362.1	968661
AC008406.2	19156
AC092639.1	734
LINC02115	13552
AC008883.1	13791
AC091874.1	720
AC012339.1	6996
AC111000.2	3494
AC092435.2	11471
MTCYBP37	1133
AC093303.1	295
FOXL3	4253
AC139495.1	1087
AC019235.1	207
SMIM31	49732
AC108729.3	108
AC108727.1	512
AC097534.1	7489
AC091951.2	554
AC006499.1	850
AC105391.1	1045
AC093297.1	12796
ARL4AP2	601
PSMC1P4	1327
AC106771.1	20748
HIGD1AP14	282
AC092903.2	8596
LINC02118	72957
AC097103.1	366
AC010627.1	1294
LINC00266-2P	12666
AC026436.1	270
AC098859.1	1238
MED15P8	1800
AC022118.1	12337
C8orf34-AS1	28024
AC078850.2	18409
AC092349.1	310
KRTAP9-12P	532
LINC01095	44197
LINC02432	13169
AC022447.3	495
AC079226.2	10141
PMPCAP1	1576
DYNLL1P6	264
AC009238.3	841
APOBEC3AP1	287
AC108078.1	725
PCBP2P3	843
AC024587.1	2157
ZNF807P	2934
AC008638.1	866
MARK2P5	634
AC097512.1	125953
PGAM1P13	754
AC021660.2	2765
AL645949.1	547
AC011396.1	6379
AL645949.2	786
LINC02753	9142
LINC02065	3236
AC074087.1	724
PPBPP2	1362
AC078867.1	1118
AC006427.1	712
AC113352.1	1710
HNRNPH1P3	1225
FLJ46284	179761
LINC01574	667
AC097376.2	4586
USP46-DT	2263
AC010625.1	715
LINC02511	416078
AC026782.2	636
TNFSF12-TNFSF13	12503
LINC02431	18562
SERBP1P6	3469
C5orf17	226916
AC091917.2	744
PGBD4P4	613
AC022447.4	364
ICE2P1	2196
AC010245.1	899
B4GALNT2P1	1192
AC010280.2	4055
SEPTIN7P10	1663
UGT2A3P7	734
HHIP-AS1	18436
AC091860.1	432
FAM138E	1528
AC068531.2	195
AC105001.1	42079
AC022126.1	112834
LINC01846	74934
AP000867.1	255
FMN1	429189
MTND2P33	1031
LINC02239	5304
HMGB1P21	581
AC009800.1	1006
AC096736.1	5973
PHBP14	367
ACTR6P1	1104
NUP210P3	2381
AC008808.1	528
ATP5MF-PTCD1	46449
USP17L19	1952
AC021193.1	729
MTND5P11	1812
AC139713.1	502
AC021087.1	1659
AC114801.2	781
AC114284.1	9561
AC008837.2	418
HIGD1AP3	278
CHP1P1	580
MTCYBP40	1135
AC046134.2	193505
USP17L22	1952
AC034234.1	11772
AC027607.1	789
AC111198.1	101090
LINC01335	62551
AC140125.1	2141
FAM90A6P	3010
MTND3P22	315
AC122719.1	10206
LDHBP3	822
MTCO2P32	403
AC027801.2	13296
AC113367.2	160
HMGB1P44	572
ZSWIM5P3	3815
AC025773.1	942
AC131254.1	39540
AC011389.1	2678
BCLAF1P1	2752
AC022493.2	481
AC012640.1	1591
AC137810.1	148535
KRT8P46	1426
AC106799.2	414328
AL133372.2	344647
AC095057.1	168
AC009901.1	907
LAMTOR3P2	232
SPCS3-AS1	12191
AC004054.1	4768
PRDX4P1	947
PSME2P3	717
LINC02758	4287
AC097375.1	24466
AL645941.2	15759
AC124852.1	25314
LINC02231	61680
AC145098.1	8653
EFL1P2	3061
AC093722.1	57891
AC093895.1	165922
AC096745.1	370
CLUHP4	5104
PRMT5P1	598
FAM90A4P	3011
AL136360.1	1900
AL691482.3	4288
AC097518.1	6235
AC104819.1	3347
FTH1P21	511
HMGN2P4	381
AC112198.2	1612
AC094108.1	5130
GAPDHP56	988
AC108471.1	610
SNORA58	137
AC008549.2	706
AC093599.1	56955
AC010486.2	483
ZNF519P4	125
CTNNA1P1	2728
AC004672.1	11443
SUMO2P6	288
CLMAT3	47838
AC092674.1	99796
AARS1P1	453
AC009567.1	27118
AC008771.1	5771
MTND3P24	329
COX6B1P5	249
TRAV31	592
AC074124.1	6273
AC021242.1	3721
AC112518.1	425
AC093810.1	16450
AC106794.1	792
FAM138D	1532
TBCAP3	312
AC099343.1	609
MAST4-IT1	658
AC109492.1	170392
KRT18P25	1278
PCNAP1	1132
LINC02496	39414
AC008417.1	565
LINC01033	94182
EGFLAM-AS3	1205
AC114801.3	177
WSPAR	3593
NDUFB2P1	295
AL158068.1	616
AC118282.2	374
OR5M14P	975
C5orf66-AS1	1217
AC027627.1	14029
AC035140.1	22161
AC051649.1	2491
ZNF436-AS1	2843
AIG1P1	148
AC093903.1	4670
PPIAP77	499
AC007834.1	7792
LINC02362	17124
AC055733.1	895
AC025475.1	17301
AC008885.2	930
AC008834.1	175
AC034223.1	16791
USP17L17	1952
AC096725.1	313
AC097537.1	21883
AC140125.2	12200
AC108517.1	23313
AC112196.1	2911
AC022447.5	392
HAUS5	12621
IRX4-AS1	684
MTND6P4	522
AC105389.1	6997
AC093821.1	31839
MTND3P3	344
LINC02215	31905
SUDS3P1	966
PSD2-AS1	4875
AC116347.1	2135
SLED1	751
EPPIN-WFDC6	13467
PRDX2P3	586
AL159163.1	98031
AC074134.1	1108
LINC02517	7026
AC006445.1	780
AC099522.1	28126
AC010267.1	9195
LNCPRESS2	8309
AC026414.1	698
TAF11L12	1088
AC093259.1	300
PCDHA11	144162
AC091965.1	69927
LINC02213	17089
ADAM20P3	2106
AL121809.1	933
AC092336.1	804
SEMA6A-AS2	16917
AC026780.1	24294
AC096713.1	978
AC021192.1	63246
LINC01093	5584
AC106744.1	176486
AC008534.1	4811
AC027801.3	698
MTND4P29	1668
AC020900.1	1620
SUMO2P4	276
AC107074.1	1849
AC140125.3	13250
ENPP7P1	62609
AC245052.6	1222
UBE2V1P12	474
MTND3P25	135
HSPD1P5	1720
TMEM132D-AS1	3666
OR10J9P	987
AC106822.1	526
AC026785.3	6353
AC110775.1	462
CTD-3080P12.3	5465
LINC02224	14665
GCNT1P2	595
AC079921.1	14142
AP000311.1	346921
GAPDHP38	1002
ATP1B1P1	915
AC079097.1	1746
NCOA4P4	1861
AC105389.2	3940
AC108199.1	1333
ATP5MGL	799
AC117460.1	48227
SUCLG2P4	1598
AC068944.1	2175
NAMPTP2	3937
CDH12P2	298
CASC16	100016
AC108063.1	4182
AC021146.4	279
AC008892.1	133082
AL359273.2	5262
BCL9P1	2561
AC095059.2	933
AC069368.1	89038
LINC02265	13935
TMEM150C	79188
AC110373.1	3505
NCOA4P3	1877
MTCYBP17	789
AC010226.1	18603
C1QTNF7-AS1	422973
AC093004.1	424
PGAM1P9	755
ATP5MGP3	304
AC097473.1	408
AC079193.2	18609
AC027613.1	375146
AC109464.2	943
AC112250.1	745
PARP4P3	5737
EEF1A1P9	1383
MTHFD2P6	1228
LINC00939	24687
AC093909.2	21301
KATNBL1P4	1229
HNRNPA1P44	1180
UNC93B8	4354
PDLIM1P4	1006
AC093817.1	29358
AC104119.1	12262
SLIRPP2	257
AC112249.1	436
LINC02057	63621
AC233724.6	253
ACTR3BP4	1372
AC095050.2	4163
AC114981.1	678
AMD1P3	1306
AC091874.2	3574
SLC25A15P5	887
AC010460.1	466
AC010181.1	10917
AC091868.2	8453
AC145146.1	24995
LINC02174	102730
AC108120.2	294
FTH1P24	462
AC104779.1	1065
AC048346.1	144
LINC01411	196163
LINC01088	337054
AC020703.1	7396
APOBEC3B-AS1	6651
TERF1P3	1227
ARL2BPP4	471
AF131216.2	1138
AC002460.1	1438
AC010468.1	4281
AC068533.4	64517
AC133963.2	1299
OR5H5P	928
CTD-2194D22.4	13162
AC036214.1	102388
AC095060.1	119940
LINC02149	154422
AC245452.3	484
AC084048.1	12659
AC093523.1	129574
SNX18P25	758
HMGB1P47	589
AC124017.1	77949
LINC01333	18748
LINC02405	145199
LINC01016	29409
AC073648.1	352
UGDH-AS1	66689
AC114928.1	415
AC096754.1	818
LINC02198	59474
NPM1P27	830
AC093274.1	17503
TOMM40P3	1064
LINC02488	17106
AC011411.1	990
AC112206.2	425861
FABP5P12	389
AC103851.1	274
ATP6V1G1P6	334
AC093879.1	3265
CASC11	47625
LINC01060	280316
AL033397.2	3735
AC138853.1	823
LINC00500	11347
LINC02619	979
LINC02071	22557
MTCO2P9	694
KRTAP5-14P	121
AC023794.2	20582
AC096588.1	79183
CASC9	101338
LINC02212	9438
HMGB3P17	649
AC008413.2	756
AC010445.1	1480
AC022441.1	1261
AC015909.1	6979
IL20RB-AS1	23072
AC025741.1	11707
AK4P2	670
AC022325.1	2199
AC010285.1	805
AC116049.1	151167
AC107393.1	346
AC117383.1	99785
AC005741.1	432
AC023136.1	24835
ADAMTS19-AS1	1131
LINC02477	47564
AC093206.1	24986
AC016598.1	41496
AC008628.1	265
AC022137.2	481
LINCR-0003	3043
NAIP	56632
KRT18P45	1333
HMGN1P14	517
AC110767.1	7413
AC097493.2	367
AC114324.2	9809
TRAJ60	57
MTCO1P24	1558
MRPL57P6	309
AC021491.1	4917
AC093878.1	432
AC092834.1	2971
GZMAP1	23539
AL731577.2	25739
AC092673.1	8844
ZNF286B	23834
LINC02500	3869
MLLT10P2	249
AC096711.1	1260
LINC01091	280140
RBMXP4	1134
H2AL1QP	304
ZNF324B	6223
AC147055.2	595
AC020651.1	1206
AC008467.1	89250
AC010307.3	5018
AC096736.2	990
SPATS1	34508
USP17L14P	1593
AC026726.1	601
LINC01470	604579
RBBP4P1	1276
AC091912.1	248
LINC01586	19545
NACAP5	636
GAPDHP70	1045
LINC02146	2141
EGFLAM-AS1	2341
AC114956.2	25398
ANKRD20A18P	4763
AC008629.1	64544
AC117525.1	503
LINC02075	3889
LINC01179	78140
USP9YP2	3149
AC006160.1	28319
HMGN1P16	283
PCDHA14	2298
AC108673.1	1159
ZEB2P1	36638
NEUROG2-AS1	31497
AP003478.1	1140
AC110751.1	3168
TMEM251P1	318
LINC02113	28526
PRELID3BP6	571
AC011352.2	1016
LINC01438	2942
AC093824.1	343
LINC02114	1385
AC147876.1	322
AC034159.1	793
AC008667.1	60366
AC098799.2	2135
MIR302CHG	3576
LINC01258	102519
MRPS36P2	299
AC117383.2	322
AC116359.1	1099
EEF1A1P21	1344
MCTP1-AS1	1743
AC092440.1	50949
LINC01234	94225
LINC02216	5750
PPP2R2B-IT1	5300
TMEM248P1	951
HSPD1P15	1122
RCC2P4	1042
AC091885.1	268
AC098976.1	8992
AC097510.1	133
SERBP1P5	1181
AC104793.1	9465
AC034231.1	16595
AC226118.1	3354
AC010424.1	297
AC113420.1	571
MTATP6P22	598
CLRN2	11940
RPL7L1P4	707
LINC02225	8836
AC010280.3	6130
AC004832.3	19736
AC139887.2	19463
AC011405.1	38557
BMPR1B-DT	13734
AC106806.2	500
LINC01187	7563
AL589765.4	6118
AC096564.1	5225
AC008652.1	15977
TRAPPC2P7	671
AC108103.1	460
AC080188.1	4019
ZNF474-AS1	1520
LINC02173	19825
LINC02503	75308
CCNB3P1	1431
AC106872.6	312
LINC02465	183710
HMGN1P13	138
H3P18	406
AC113349.1	2068
PALLD-AS1	692
AP000295.1	67260
AC024560.2	1497
AC017037.1	471
LINC00942	3900
AC005699.1	188245
OR52V1P	898
USP9YP5	3381
AC109361.1	19162
AC008438.1	30477
AC027343.1	1553
AC022092.1	8085
HOXC13-AS	4316
AC097521.1	46605
OR7E94P	829
C5orf66-AS2	11946
MRPS33P2	322
AC106772.1	9591
VN1R104P	1009
AC008434.1	1278
AC005823.1	980
TNRC18P1	3650
LINC02218	42820
AC027338.1	825
LINC01259	8290
KRT18P56	550
CARMN	26147
NOP14-AS1	26840
AC097487.1	137419
AC097716.1	17714
AC106897.1	748
TUBA3GP	4636
KRT19P3	828
AC106795.2	13626
AC079921.2	1696
AC108078.2	1600
AC022447.6	438
AC138517.1	568
AC110813.1	2457
AC026117.1	883
AC009567.2	349
THEGL	72899
AC026369.1	11759
AC034245.1	7493
MTCO3P9	781
LINC02261	64747
SRD5A3-AS1	31877
AC105384.1	16965
AC112242.1	3721
ZNF564	26170
AP001961.1	25473
AC026725.1	2363
FER1L5	62151
PARM1-AS1	14389
AC112206.3	389
AC025752.1	892
AC079942.1	22049
TUBB1P1	2178
AC097494.1	9242
AC093755.1	1023
OR10J4	935
AC126768.2	920
AC021146.5	3525
LINC02242	14524
AC020980.1	3901
AC008691.1	494792
OSMR-AS1	135463
AC093890.1	540
AC110772.1	42484
AC116345.1	80988
AC010374.2	535
HMGB1P28	1797
AC099509.1	1730
LINC02374	7361
AC112204.2	1172
ECSCR	14184
AC108156.1	35078
AC084357.2	171931
NDUFB4P9	388
AC083829.1	1011
AC074133.1	183
AC114786.1	8188
AC114811.1	168
AC097535.2	142
ENPP7P10	62586
HSPE1P10	558
MTND6P17	519
AC108210.1	11520
AC026427.1	1468
AC092647.5	67963
AC025458.1	166
AC124854.1	250608
SAP18P1	390
TRMT112P2	132
AC106800.1	1103
AC093809.1	340
LINC02112	262522
AC091953.1	3501
SCARNA22	125
LINC02103	1814
EAF1-AS1	19770
AC113385.1	7459
AC092490.1	7533
AC008494.2	370
AC117522.2	657
AC097462.2	481
LINC02147	341028
HSD3BP3	7405
SNRPCP13	190
AC112178.1	53622
AC139720.1	94932
AC034229.1	1228
LINC01377	3398
USP17L21	1952
AC004704.1	245818
LINC00964	105592
AC097375.2	23717
AC112240.1	394
AC055753.1	889
THBS4-AS1	31281
AC118282.3	556
AC016559.2	199
LINC02162	8845
AC093725.1	4621
CCDC37-DT	1820
PGBD4P3	961
VCAN-AS1	49969
AC121154.1	102668
SUMO2P7	285
AC011330.1	20686
GAPDHP76	1890
AC010486.3	785
AC112198.3	351
OR7E43P	920
LINC02021	8030
AC104619.2	1243
AC112673.1	896
AC138819.1	31676
KRT18P31	1292
RPS27AP18	762
AC145676.1	2004
HS3ST5	287460
CDH18-AS1	42408
EEF1A1P19	1382
AC116337.3	106203
AC027338.2	526
SNX5P1	1041
PVT1	392569
MTRNR2L5	739
LGALS16	4735
AC021106.1	1687
AC027343.2	5146
OR7E83P	970
LINC02742	361207
AC136777.1	19894
AC083906.2	360
AC005920.2	42948
LINC02372	5201
AC116616.1	21592
AC010285.2	676
AC105924.1	2660
AC026434.1	1078
AC008696.2	223145
LINC02501	52156
AC104803.1	27875
RNF103-CHMP3	215455
ARHGEF38-IT1	8648
AC108210.2	201
AC106800.2	308
ALG1L11P	4023
AC107401.1	685
KRT19P6	209
AC093857.1	24299
MTND6P16	520
AC024581.1	89357
LINC02495	39205
MCPH1-AS1	89735
AC025180.1	57860
AC121161.2	19143
AC010587.1	469
AC006487.1	68408
BRD9P2	1549
CYCTP	11968
TRIM51CP	6202
TRBV26	485
PDCD6	43354
AC119150.1	13807
LINC00536	374549
FABP5P6	409
HNRNPA1P55	955
AC034207.1	1455
AC007663.2	6190
AC097467.1	975
AC117500.1	2109
AC025768.1	267
UQCRBP3	312
AC007016.1	244
GOLGA8K	10511
NCOA4P2	1813
RAC1P2	579
LINC02223	271274
AC026415.1	8239
AC239584.1	36898
AC097486.1	210
AC008628.2	298
AC131094.1	8409
XBP1P1	652
GBA3	126662
AC010587.2	448
AC108067.1	27326
AC084866.1	12060
UGT2B24P	14337
CCT7P2	1454
AC024587.2	17007
AC067942.3	678
TERB1	46645
AL157400.5	621
EEF1A1P20	1386
CDC42P4	563
AC025183.1	548
AL355315.1	89537
AC074250.1	192
AC104116.1	2615
CHCHD2P7	452
OR5H3P	919
AC108157.1	539
AC106748.1	384
TRGV7	474
AC145141.1	954
AC005823.2	1412
AC026780.2	12299
AC021146.6	117
YWHAQP6	304
RPS4XP20	772
AC092546.1	78359
MTCO2P24	426
TMEM158	1813
BFSP2-AS1	26508
AC025187.1	8052
ECM1P2	1924
PPIC-AS1	18397
MTCO3P7	774
AC106894.1	100629
AC027335.1	3326
AC008638.2	715
AC087457.1	57840
HMGB1P3	616
AC079848.1	11130
ZP3P1	656
AC018752.1	1781
SNX18P23	677
AC117529.1	2023
AC113430.1	718
ARPIN-AP3S2	78575
AC122138.1	11361
AC011396.2	69866
TMPRSS11BNL	34000
AC022272.1	11181
AC104806.1	308
AC009927.1	2098
AC008869.1	8591
SLC7A11-AS1	120714
AC131956.1	8697
IGKV1D-37	477
AC091965.2	613
AC093791.1	59075
AC096719.1	381316
RAF1P1	1696
AC069360.1	14438
LINC02514	1274
AC106895.1	35782
CBX3P3	532
AC106864.1	13764
LINC00603	161187
AC114316.1	396830
MTND4P9	1664
RARRES2P4	484
LINC01018	6364
AC114781.2	13702
AC122710.1	18229
MAPK10-AS1	102015
AC097480.1	164827
AC093248.1	4600
YJEFN3	8721
AL445187.1	812
AC011379.1	3025
AC093214.1	1107
SH3TC2-DT	46471
AP000866.2	6808
AC006499.2	337
AC104806.2	50947
MAPRE1P2	799
AC019133.1	2958
AC093300.1	1201
AC011416.1	1732
AC025176.1	605
AC074255.1	501
BX510359.5	2552
AC233724.7	234
AL390198.2	848
DNAH10OS	9524
AC096576.3	31633
NREP-AS1	104802
AC007370.1	1097
AC091893.1	399
AC111000.3	3464
AC106795.3	43433
LINC02377	161385
PANCR	19946
AP002748.2	1519
ANKRD33B-AS1	966
CACNA1G-AS1	5902
AC107982.1	6658
AC008723.1	207
AK3P2	757
RHOQ-AS1	11983
AC114300.1	280
PCDHA10	156465
AC122694.1	5755
AC016550.3	767
